tweets,id_str,len,date,source,likes,retweets,label
"@DavidHaddon8 I have been practicing for social distancing for quite a few years, TBF, so it won't be hard for me t… https://t.co/ktglT7C9va",1254137923206864898,140,2020-04-25 19:59:16,Twitter for Android,1,0,4
I can never remember song lyrics as none of it is ever in proper English. #introvert,1254128951892381698,84,2020-04-25 19:23:37,Twitter for Android,0,0,4
@Crackmacs Only 3 and 5. #introvert,1254122125067120640,35,2020-04-25 18:56:29,Twitter for iPhone,0,0,4
Always #ineedmorespace #extrovertedintrovert #introvert #puns https://t.co/5APgfdY2Zc,1254114329516965888,85,2020-04-25 18:25:31,Instagram,0,0,4
"If they remind you of yourself, they may not be the best option. @ryandeiss from @DigitalMktr tells us why.… https://t.co/Ng61WxHwVZ",1254112911703883782,132,2020-04-25 18:19:53,CoSchedule,0,0,4
"Journaling at the park. I needed sun and wind.

I did forget my headphones though and still survived! 🤣☝️… https://t.co/DbZIpudWlP",1254110928481763333,130,2020-04-25 18:12:00,Instagram,2,1,4
"Only boring people get bored.
#quarantine
#not_that_bad
#yourproblem
#introvert",1254109369567981572,79,2020-04-25 18:05:48,Twitter for Android,0,0,4
"@sepioffical It was bad man. I stopped the time I learnt to live outside my personality.
#introvert",1254106134358757376,99,2020-04-25 17:52:57,Twitter for Android,1,0,4
Wow! Thrilled and honored to hear these amazing words from @JohnDavidMann. I can't thank you enough!… https://t.co/qVIcuOYrLR,1254105532312489985,125,2020-04-25 17:50:33,CoSchedule,0,0,4
So my BFF suggested I start making comics.. turns out my life as a NEET isn't as relatable.. or maybe it is. Feel s… https://t.co/f5JlQlMwSK,1254097975325986823,140,2020-04-25 17:20:31,Twitter Web App,3,2,4
"Let me tell you now after 22 years in sales, at conferences, events etc - it has never felt any easier for me! Some… https://t.co/QqaIJbtxzP",1254093174483628033,140,2020-04-25 17:01:27,Hootsuite Inc.,1,0,4
@tyler_casper I don’t want to socialize when I’m awake.  I definitely don’t want them in my dreams. #introvert,1254092058178064391,110,2020-04-25 16:57:01,Twitter for iPhone,0,0,4
Why do some guys always wanna talk on the dang phoneeee bro. 🙃🙃 #introvert #letstextinstead,1254091779487469569,91,2020-04-25 16:55:54,Twitter for iPhone,2,0,4
"If you are an #introvert person - like me - you will love practicing #archery.

It forces you to learn how to clear… https://t.co/89Qqy3Qou4",1254083800167931904,140,2020-04-25 16:24:12,Instagram,0,0,4
"Saw this online and yep, too true. ""Introverts want friends, but they're bad at staying in touch"". I can't tell you… https://t.co/ze2KwLsdkM",1254082574869245952,140,2020-04-25 16:19:20,Twitter for Android,2,0,4
Everybody wants to make grim conversation about the pandemic. Stop it. This is my dream don't fucking ruin it.… https://t.co/fMJNnGGCrc,1254082016728891392,135,2020-04-25 16:17:07,Twitter Web App,0,0,4
@jameelajamil This is amazing. #introvert,1254072164803895299,41,2020-04-25 15:37:58,Twitter for iPhone,0,0,4
anyone else kind of enjoying this? #introvert,1254069570928697344,45,2020-04-25 15:27:39,Twitter Web App,1,0,4
@jameelajamil So true 😸 #introvert wanting to see the sun ☀️ https://t.co/yMvySXKhh0,1254063724375289856,84,2020-04-25 15:04:25,Twitter for iPhone,0,0,4
"I really relate to this article. 

12 Things the INTJ Personality Absolutely Hates https://t.co/GWD7lIz7Rn via… https://t.co/uyELMIv8zg",1254060622322569217,135,2020-04-25 14:52:06,Twitter Web App,0,0,4
New Blog Video on INFP and Idealism https://t.co/lgxMKFy114 #infp #infps #anarchist #anarchism #breadtube… https://t.co/Gbns7bdnEk,1254042450236071941,130,2020-04-25 13:39:53,Twitter Web App,0,0,4
"Corona Chronicles: Is Toxic Positivity Making Self-isolation Hard? | TIS Ep. 4
▸ https://t.co/6udG5VS19g… https://t.co/iEASYhf0uM",1254039507281883137,129,2020-04-25 13:28:12,Missinglettr,0,0,4
"Today’s a good day to read. 📚📚📚

#book #books #read #lecture #bookworm #booknerd #bookwormproblems #bookwormlife… https://t.co/3hN8S9BGDH",1254038426367778816,137,2020-04-25 13:23:54,Twitter for iPad,2,0,4
As a #homeschool kid I’m used to home life &amp; as an #introvert I’m embracing reading books and processing things slo… https://t.co/k0KmKrEVKG,1254036038932213760,144,2020-04-25 13:14:25,Twitter for iPhone,0,0,4
"To my fellow introverts: 

“Our needs are not less important during social distancing just because the world is des… https://t.co/du4sSJEHLn",1254035966764998656,140,2020-04-25 13:14:07,Twitter for iPhone,4,1,4
"Saturday’s are for snuggling...
Available on @etsy #linkinbio 
.
.
.
#snuggles #snuggletime #funnyshirts #introvert… https://t.co/Clqzdkowss",1254030182383484928,140,2020-04-25 12:51:08,Instagram,0,0,4
"Exciting indeed.

Books - https://t.co/OeNAnhakVM

#introvert #weekend https://t.co/K3tD23wfRv",1254029815864229889,94,2020-04-25 12:49:41,Twitter Web App,127,37,4
"It's weird how I hate everyone in General but No one in Personal. 
#introvertproblems #introvert #SaturdayThoughts #QuarantineQuotes",1254018691764645888,132,2020-04-25 12:05:29,Twitter for Android,4,1,4
"Tried😉
#jokerlove 🤡
#quarantinesketch #joker #pencilsketch #selflove #introvert #joaquinphoenix 🖤 https://t.co/Smglp7rDP9",1254014857004961792,121,2020-04-25 11:50:15,Instagram,1,0,4
@SusanJHPE @FowlerEllayne @ZoeVeal @karenwhite03 @vealiegood @steve_grimbleby @quicklyround @davidgrantsim… https://t.co/KaGap7E0B5,1254013050589458432,131,2020-04-25 11:43:04,Twitter Web App,4,0,4
"Fight
Fight the fight before it’s too late.
Fight the fight before you fade.
Fight the fight before you lose faith.… https://t.co/M7BRzyp3TQ",1254003343938084868,140,2020-04-25 11:04:30,Twitter for Android,0,0,4
"My Free Business Creation Challenge for Introverts starts in my Facebook group on Monday 4th May.

Message me for g… https://t.co/qUp6aozNg0",1254000535721717761,140,2020-04-25 10:53:20,Instagram,0,0,4
Lightworkers Awakening: (7- Signs You Are A Lightworker) https://t.co/3uXkYdPFQD #lightworker #lightworkers #infp… https://t.co/QAGVUbpyvZ,1253985505169092609,138,2020-04-25 09:53:37,Twitter Web Client,0,0,4
When your an Anarchist and you have the INFP personality type ( at least my experience ) https://t.co/wYPM51tHCG… https://t.co/XENbqLDJhy,1253982158110314496,137,2020-04-25 09:40:19,Twitter Web App,0,0,4
And there will never be news #introvert #introvertlife 😓 https://t.co/SIj4IM5lmi,1253967846591418370,80,2020-04-25 08:43:26,Twitter for Android,1,0,4
"So bored of socializing..
Like After making comments on social media, delete it next moment. 

#socialmedia #facebook #introvert",1253965194998538240,128,2020-04-25 08:32:54,Twitter for Android,1,0,4
"And introverts 😊
 #Introvert #Lazy @ North Holland https://t.co/vQoeteDpPS",1253944034894254080,74,2020-04-25 07:08:49,Instagram,1,0,4
"Introverts be like this 🤷🏾‍♀️
#introvertproblems #introvert #QuarantineLife #SaturdayThoughts https://t.co/7pqSwehz83",1253942172199481344,117,2020-04-25 07:01:25,Twitter for Android,5,0,4
"🤔What is your ✈️travel personality?!

#Introvert #Extrovert #Urban #Provincial #CultureAficionado #TrendSetter… https://t.co/GDGNGtfEBQ",1253942056948502528,135,2020-04-25 07:00:58,Hootsuite Inc.,0,0,4
"...when I was 4, my mom sent me to such a pox party per pediatrician. I curled up w/ my books for a week &amp; she thou… https://t.co/2DvIEWvPnT",1253938755465027584,144,2020-04-25 06:47:51,Twitter for Android,0,0,4
"We are all awaiting mission LOCKDOWN to be accomplished⛳
Comment down where are you heading first and tag your frie… https://t.co/VdKpOAxaKE",1253938486056333313,140,2020-04-25 06:46:46,Twitter for Android,1,0,4
"on the plus side to this #coronavirus, I won't have to regret not going to my 10-year HS reunion cause there won't… https://t.co/ENP9jUWLmV",1253937452349177857,139,2020-04-25 06:42:40,Twitter Web App,2,0,4
"Girlfriend: Wanna go for a walk?
Me: The long walks I take in my head to imagine situations that'll never happen ar… https://t.co/1QY3mIVXGI",1253918703651106817,140,2020-04-25 05:28:10,Twitter for Android,2,0,4
Sometimes I wish I can fast forward time and get 2020 and 2021 over with. Wait a minute! I’m f****** lovin’ this so… https://t.co/DMPK8wvTdv,1253912993051611136,140,2020-04-25 05:05:28,Twitter Web App,0,0,4
#dude #wtf I wanna go play already #quarantinelife #quarantine #coronamemes #intj #introvert #wtfmemes https://t.co/4s6u1I9XZA,1253905619729465348,126,2020-04-25 04:36:10,Instagram,0,0,4
the land can’t find us #thesebluedepths #infj #introvert #selfcare #anxiety #mentalhealth #haiku #art #creative… https://t.co/RkYF0fxHw1,1253896579272097792,136,2020-04-25 04:00:15,Buffer,5,2,4
....to have a virtual drink and a chat.  So she fired it up and there was everybody on the tablet screen.  While th… https://t.co/HVdOABDlGo,1253892744910532608,140,2020-04-25 03:45:01,Twitter for iPhone,0,0,4
"#MyStory : It is patently obvious, but my life as an #introvert has been writing this story for almost all of my 45… https://t.co/jlXY32WZsU",1253892739759915008,140,2020-04-25 03:45:00,Twitter for iPhone,0,0,4
"I am in the 21 days challenge, and I love challenge modality as it keeps me accountable. Do you want to do create i… https://t.co/OgCEz8gnml",1253880587300921344,140,2020-04-25 02:56:42,Twitter Web App,1,0,4
"minus the chaos, i like this new normal.

#introvert",1253877029210128384,52,2020-04-25 02:42:34,Twitter Web App,2,1,4
"𝐈𝐧𝐭𝐫𝐨𝐯𝐞𝐫𝐭🌙
𝐒𝐚𝐲 . . . .👁
- 𝐼 𝑡ℎ𝑖𝑛𝑘 𝑎 𝑙𝑜𝑡, 𝑏𝑢𝑡 𝑑𝑜𝑛'𝑡 𝑠𝑎𝑦 𝑚𝑢𝑐ℎ -.・ ✧ :-　
#introvert #talk #twitter #Opinion",1253872633327677441,104,2020-04-25 02:25:06,Twitter for Android,1,0,4
"Silence is the space in which our thoughts and feelings grow
#introvert",1253869628603822081,71,2020-04-25 02:13:09,Twitter for Android,1,0,4
All of these! 👏🏼👏🏼👏🏼 #infj #yes #introvert https://t.co/ntXOhfjsio,1253868937600626690,66,2020-04-25 02:10:25,Instagram,0,1,4
I really should start camping either in the drive way or our boiler room to #socialdistance myself from my family w… https://t.co/2Be7xfhmdj,1253868172622561281,140,2020-04-25 02:07:22,Twitter Web App,0,0,4
"My soul is a hidden orchestra..
...All I hear is the symphony.
~ Fernando Pessoa
#introvert 
#INFJ",1253864581828497408,98,2020-04-25 01:53:06,Twitter for Android,1,1,4
"@MerielMyers Spending more time by myself.
#INTROVERT",1253861998837686273,53,2020-04-25 01:42:50,Twitter for Android,0,0,4
I never thought I'd ever say these words but...I miss getting dressed up and going out #introvert #coronavirus… https://t.co/3Vc2L4TdSb,1253858786328141824,135,2020-04-25 01:30:04,Instagram,0,0,4
Overthinking might get the best of them. Show your understanding by reminding them of what matters in the moment. 💕… https://t.co/rvK3Vcjbww,1253851441128787970,140,2020-04-25 01:00:53,Hootsuite Inc.,0,0,4
"I'm an introvert through and through but why is this quarantine hitting me so hard?
#isolation #bored #introvert #Corna",1253838999837261824,119,2020-04-25 00:11:27,Twitter for Android,1,0,4
People who #verbalise everything they do tick me off #introvert #Misophonia,1253831237690462210,75,2020-04-24 23:40:36,Twitter for iPhone,1,0,4
"Tired of hiding your truth and toning yourself down out of fear of what others will think?

Read more 👉… https://t.co/ozuySl4nJ4",1253813610209517568,128,2020-04-24 22:30:34,Missinglettr,0,0,4
I honestly wish people would have always stayed 6 feet away from me.#introvert,1253811215995940865,78,2020-04-24 22:21:03,Twitter for Android,0,0,4
"Sure, there are times you'll need to be the outgoing, gregarious face of your business, but you CAN do it - you jus… https://t.co/a5VLdU7bum",1253806872269926400,140,2020-04-24 22:03:47,CoSchedule,1,1,4
I felt this in my SPIRIT. 🤣😂🤣 _aquarius215 #quarantine #home #introvert #funny #comic #meme https://t.co/aymMaUwCIJ,1253801926984192002,115,2020-04-24 21:44:08,Instagram,0,0,4
"I don't know if, when we hit the going-back-to-work phase of things, I'll be ready for my virtual friends to be my… https://t.co/lw5dSVGBO3",1253800980665315330,139,2020-04-24 21:40:22,Twitter for Android,1,0,4
When someone asks me if I miss being around people during the pandemic. #introvert https://t.co/W40CKuOZfe,1253798679179231232,106,2020-04-24 21:31:14,Twitter for iPhone,0,0,4
"When this is all over, can we please leave the markings on the grocery store floors? It’s such a relief that no one… https://t.co/IzHCxz6GYv",1253797839827636224,140,2020-04-24 21:27:54,Twitter for iPhone,1,0,4
"Extroverts desire public praise, and introverts prefer a personal thank you. https://t.co/XERvOwM5wn… https://t.co/TBTHt7qg2L",1253797113781239815,125,2020-04-24 21:25:01,eClincher,3,1,4
I keep telling myself I'm thriving in quarantine because #introvert but I also nearly cry every time I interact wit… https://t.co/ShGl7qrmiG,1253793393362087937,140,2020-04-24 21:10:13,Twitter Web App,2,0,4
"""Unicorn in Captivity"" — Stabby doesn’t mind. #introvert #stabby #unicorn #artparody #isolation #colour_collective… https://t.co/8jWgVsIIHJ",1253791732338012160,139,2020-04-24 21:03:37,Twitter for iPhone,10,2,4
"I love how life just puts on its jackboots and marches through  my life.
As long as it’s over there.
#introvert",1253791728349229056,111,2020-04-24 21:03:37,Twitter for iPhone,0,0,4
"It's harder when the spotlight is on them. Maybe share something about yourself first, and they might follow suit.… https://t.co/saUKOlMAxQ",1253791180732710918,139,2020-04-24 21:01:26,Hootsuite Inc.,0,0,4
Is looking for jobs by being out and about and schmoozing not your thing? This workshop has you covered! Next Thurs… https://t.co/02Dgzpmupl,1253784792618934274,140,2020-04-24 20:36:03,Buffer,1,1,4
"We may generally prefer to turn inward, and that's totally fine - but don't discount the importance of outside pers… https://t.co/hKXa3ofut3",1253784724339929088,140,2020-04-24 20:35:47,CoSchedule,1,0,4
What I’ll do when all this blows over is probably going to look a lot like what I’m doing right now...only half-jok… https://t.co/IxM8tz5bRN,1253783980815593474,140,2020-04-24 20:32:49,Twitter for iPhone,7,0,4
Being and extroverted/outgoing introvert means that all at once I have WAY TOO MUCH ENERGY and want you to entertai… https://t.co/V0u6n26SOq,1253780315128000512,140,2020-04-24 20:18:15,Twitter Web App,1,0,4
"@emmykegler JUST TODAY, I was getting pressure from Nook to create spaces for new neighbors, and I was like THERE'S… https://t.co/zD537Sd5vy",1253773048123187200,140,2020-04-24 19:49:23,Twitter Web App,8,0,4
I'm sitting in the garage because that's where the people aren't. #COVID19 #QuarantineLife #introvert #intj,1253772845705986049,107,2020-04-24 19:48:35,Twitter for Android,1,0,4
"Homebody sweatshirt...super comfy for those long days at home. Available now on @etsy #linkinbio 
.
.
.
#homebody… https://t.co/67dmxa9X5e",1253762901447528450,138,2020-04-24 19:09:04,Instagram,0,0,4
No need for excuses! Find more introvert content on my website:￼￼ https://t.co/HwFkVoETII #introvert https://t.co/qHald7RMQy,1253761446879662082,124,2020-04-24 19:03:17,Buffer,8,0,4
"You let people be themselves, which is an amazing and wonderful gift. 

#infj
#infjlife
#infjfriends… https://t.co/dDqwXBnjYk",1253761064656920578,125,2020-04-24 19:01:46,LaterMedia,44,11,4
You naturally do this all day long as an #introvert ... learn why this inherent strength can make you a highly effe… https://t.co/AZ2wyJM352,1253759202473971715,140,2020-04-24 18:54:22,CoSchedule,0,0,4
#Lockdown was supposed to be an #introvert’s paradise. It’s not. - TR https://t.co/obed6UFgBF,1253755363737907200,93,2020-04-24 18:39:07,Twitter for Android,0,0,4
"The traffic ticket was worth the trip✌️

#infp #introvert #omicronpersei8 https://t.co/sdjPQPP3iw",1253751468470960128,97,2020-04-24 18:23:38,Twitter Web App,4,0,4
"Is your #kid a natural #extrovert, or a quiet-loving #introvert? Here, 10 specific ways to care for each type. https://t.co/ROwnzOYm76",1253744905509273607,134,2020-04-24 17:57:33,CoSchedule,0,0,4
Anyone else? #Introvert #Anxiety https://t.co/ZBLdirVNbE,1253742885909852160,56,2020-04-24 17:49:32,Twitter for iPhone,11,1,4
"Read about 'The Mindset of an Introvert' on my blog.

Link- https://t.co/YPz6hajJBy

Join- @ShrustiMania… https://t.co/Pl0j9hhNYc",1253736337502384128,129,2020-04-24 17:23:30,Twitter for Android,2,0,4
"The science is in: story works, plain and simple. Have you incorporated it into YOUR #sales process? #introvert - w… https://t.co/5SsJ6bBTiS",1253731659691839488,140,2020-04-24 17:04:55,CoSchedule,0,0,4
Reposted from @LiveLoveNSmile Join us for a conversation about being single in this time of self-isolation.… https://t.co/ne3GLL01rB,1253730237311070214,132,2020-04-24 16:59:16,Instagram,0,0,4
"When it comes to communication, have we lost the human touch? I discuss the topic in my new YouTube video! 

Watch… https://t.co/W57NOUNxwW",1253728321831133185,139,2020-04-24 16:51:39,Buffer,1,1,4
This virtual hangouts need to stop! I barely hangout before 😭 this is even worse cause I cant get out of it! #introvert,1253725101813530628,119,2020-04-24 16:38:52,Twitter for Android,0,0,4
Being an #introvert doesn't mean not being lonely. #covid19 #coronavirus https://t.co/5MCb4adTFz,1253722884255571968,96,2020-04-24 16:30:03,LinkedIn,0,0,4
"#Introvert #Reading from @IntrovertDear - Introverts Want Friends, Too, But We’re Bad at Staying in Touch https://t.co/8h86pFzEcp",1253718352696049665,129,2020-04-24 16:12:02,Buffer,3,0,4
"Give them a safe space to talk about even the smallest of things.❤️
.
.
.
.
.
.
#introvert #introvertproblems… https://t.co/5ADeKnd7BD",1253716227257700354,134,2020-04-24 16:03:36,Hootsuite Inc.,0,0,4
"Thanks to @LeadWithAStory, bestselling @AMACOMBooks author &amp; renowned researcher on the art of storytelling. Glad w… https://t.co/ZuZiMan1hQ",1253711868306259968,144,2020-04-24 15:46:16,CoSchedule,1,1,4
"Do you really believe what u rap about?
.
.
#ThisandThat available this Friday 5.1.2020
.
.
#SavetheDate
.
.… https://t.co/xlPczLOUXM",1253708351034191878,133,2020-04-24 15:32:18,Instagram,0,0,4
"She preferred the silence.

#introvert #selflove #FridayFeeling #thoughtoftheday https://t.co/Ur3Dz4EulZ",1253707772450926592,104,2020-04-24 15:30:00,TweetDeck,9,4,4
What's the impact of introverts and extroverts on business effectiveness? I'd love to hear your views… https://t.co/c6R8B0Tru4,1253700353897480193,126,2020-04-24 15:00:31,Buffer,0,0,4
I simply don’t have enough energy to maintain a roaring social life or constant contact through texting and phone c… https://t.co/aMLhuYHPwk,1253700230199074816,140,2020-04-24 15:00:02,CoSchedule,198,57,4
"Going out to do errands as an #introvert during #Covid_19:

Got sunglasses on
Headphones in
Mask on

I call it my s… https://t.co/NABellzywY",1253699467972354049,140,2020-04-24 14:57:00,Twitter for Android,1,0,4
"After all this, it’s going to mean so much to be invited to meet up, go out.   I’m still going to beg off, but my h… https://t.co/0aWDQOLX5J",1253698333010464768,140,2020-04-24 14:52:29,Twitter for iPhone,3,0,4
Friday chuckle. #INFJ #infjpersonality #introvert https://t.co/BmGzQsWI3l,1253694532329316354,73,2020-04-24 14:37:23,Twitter for iPhone,6,5,4
"I’m sorry. I’m not a casual Friday kind of guy.
#nerd #nerdhumor #booknerd #introvert #introvertproblems… https://t.co/HqATpqgvNn",1253693318355189761,129,2020-04-24 14:32:34,Hootsuite Inc.,0,1,4
Do Introverts Make Good Entrepreneurs? #Entrepreneur #Business #WAHM #SmallBusiness #SmallBiz #Introvert https://t.co/ePOsfCj62A,1253685840141828097,128,2020-04-24 14:02:51,Hootsuite Inc.,0,0,4
Listening to @tferriss and @susancain talk about nerves commonly known as butterflies and I’m reminded of a quote I… https://t.co/Vxig11vT1v,1253678857917530112,140,2020-04-24 13:35:06,Hootsuite Inc.,2,0,4
"Common Sense isn't a gift. It's a punishment, because you have to deal with everyone who doesn't have it. 🤷🏾‍♀️… https://t.co/xQbZaBslIK",1253678573564633088,136,2020-04-24 13:33:58,Twitter for Android,9,0,4
"If you are self-isolating with others try to get your own #quietspace, particularly if you are an #introvert and th… https://t.co/6unf4BYsau",1253676110879117312,140,2020-04-24 13:24:11,AggressLtdBashTweet,2,0,4
"Double Double toil and trouble
I'll hex you hard if you invade my bubble...
My preference even when not in quaranti… https://t.co/uKowg5UCFD",1253673115055464449,140,2020-04-24 13:12:17,Twitter for Android,1,0,4
Check out this awesome 'Introvert Social Distance Expert Funny Distressed' design on @TeePublic!… https://t.co/HKDPSpnkrS,1253673006846504962,121,2020-04-24 13:11:51,Twitter Web App,0,0,4
I’ve heard from many #extroverts that being forced to slow down has opened them up to the #introvert side of their… https://t.co/RkJIjWgyd9,1253670571046559746,139,2020-04-24 13:02:10,Hootsuite Inc.,2,1,4
"@ibikehorsham @laura_laker @johnstevenson_x I've always prefered the self checkout.
#introvert
They're good for off… https://t.co/beuPTURe0P",1253668838027284480,140,2020-04-24 12:55:17,Twitter Web App,1,0,4
"It wasn’t the 9-5 jobs that I couldn’t handle, it was the people that work at 9-5 jobs that I didn’t want to be around. 

#introvert",1253663730266759168,132,2020-04-24 12:34:59,Twitter for iPhone,2,1,4
What does introvert mean to you? I'd love to hear your views https://t.co/vyKEmjOUiL please take the 5 minute surve… https://t.co/yuEcyhDTK8,1253661467729170432,140,2020-04-24 12:26:00,Buffer,0,0,4
@SardiKaTheEnd Haha.. Thank you! But I hardly tweet ya.. Guess this socializing on social media isn't my thing. Not… https://t.co/YDvMQ8Ftvq,1253660068978909189,140,2020-04-24 12:20:26,Twitter for Android,1,0,4
As a natural #introvert it’s sometimes difficult sharing #lockdown with an extrovert. I’m too irritable. And the mo… https://t.co/yYRiGv0vyF,1253646935157649408,140,2020-04-24 11:28:15,Twitter for iPhone,1,0,4
"In the current #digital revolution in #schools worldwide, let's not forget our #introvert kids as we redesign curri… https://t.co/SuvigkT9KR",1253646801644802048,140,2020-04-24 11:27:43,Twitter Web Client,3,0,4
"Yep. I'm actually glad I currently can't get internet installed because of biosecurity, and my 4G is ropey. No vide… https://t.co/qZgV0A8kiO",1253644955970441217,140,2020-04-24 11:20:23,Twitter for Android,0,0,4
"I will be patient till even
patience tires of my patience.

— Ali ibn Abi Talib

#quotes #lifequote #lovequote… https://t.co/rUthrdSRVN",1253636257881579520,135,2020-04-24 10:45:49,Twitter for Android,1,0,4
Does anyone else find themselves clicking 'tentative' on Outlook invitations to digital social events even though t… https://t.co/vd1vbHLzG2,1253632037367558144,140,2020-04-24 10:29:03,Twitter for Android,0,1,4
And what do you call the friends who your soul feels close to....but you almost never talk to them? Lol #introvert https://t.co/0GaaCPwjlP,1253625580366573568,138,2020-04-24 10:03:24,Twitter for Android,0,0,4
"https://t.co/FJwh6PUGvC

Question to #familybusiness members who identify themselves as:

#introvert: How do you ma… https://t.co/j8WAK9UlmO",1253623766669832192,140,2020-04-24 09:56:11,LinkedIn,0,0,4
Why is noise more of an issue for an #introvert https://t.co/SoR4eKAuRd,1253613907782119425,71,2020-04-24 09:17:01,Buffer,0,0,4
"Easy Steps To Keep Perfectionism From Running Your Life - Sensitive Evolution https://t.co/SJW2pdctww 

#hsp… https://t.co/txFzzjzL4E",1253609790900785152,133,2020-04-24 09:00:39,Hootsuite Inc.,0,0,4
#MCO extended another 14 days and the introvert in me is happy apart from the virus still be present... Please go a… https://t.co/pBgqlw9cWd,1253607628493602816,140,2020-04-24 08:52:04,Twitter for Android,0,0,4
What took you so long? I’ve been waiting for this my whole life. #INFJ #infjpersonality #introvert #IntrovertLife… https://t.co/dPojchOCUs,1253607250356252672,138,2020-04-24 08:50:34,Twitter for iPhone,1,0,4
[Podcast] Meet and learn from @markwschaefer on our #introvert podcast episode. - https://t.co/1Krw7IPfTb,1253602119694774272,105,2020-04-24 08:30:10,Post Planner Inc.,0,0,4
"If an #introvert opens up to you and you don't take that opportunity, you are shit out of luck. We won't make that mistake again.",1253591354959171584,129,2020-04-24 07:47:24,Twitter for Android,4,0,4
Are you an ambivert if so check out my latest upload on YouTube #ambivert #introvert #extrovert #storytime #youtube… https://t.co/JiluG0gLOg,1253586667983851521,140,2020-04-24 07:28:46,Twitter for iPhone,1,0,4
Honestly; can I get through nursing school solo or do I have to have a study group? #introvert,1253583477519376384,94,2020-04-24 07:16:06,Twitter for iPhone,0,0,4
It's it too late to make internet friends on twitter?  #hi #introvert #yetlikesqualityconversation #Sobored… https://t.co/p5Rxxe3Epi,1253571528584597504,132,2020-04-24 06:28:37,Twitter Web App,0,1,4
"If I accompany you to a social event and suddenly disappear, you can find me in a corner pretending to text to avoi… https://t.co/NUW2efTzsj",1253569356526579713,140,2020-04-24 06:19:59,Twitter for Android,1,0,4
"ANTI SOCIAL SOCIAL DISTANCING - https://t.co/4goSqfL3le

#antisocialsocialclub #antisocial #donttalktome
#loner… https://t.co/h84cWHThHF",1253569263673184256,136,2020-04-24 06:19:37,Twitter Web App,1,1,4
I have the *slowest* internet connection I have ever had since #WFH. This is what is wrong with modern Australia: I… https://t.co/l3zgi3oTxC,1253559957607182339,140,2020-04-24 05:42:38,Twitter Web App,1,0,4
"How to actually enjoy staying home all the time, from an #introvert https://t.co/WfdWUyquuH by @perpetuaneo via… https://t.co/cDnCG9wLoG",1253541712414244867,136,2020-04-24 04:30:08,Buffer,2,0,4
"Thea organized an #introvert icebreaker before @PatFlynn's conference in San Diego last year, and I'm excited to se… https://t.co/fP9KFbx3EM",1253538657476194304,140,2020-04-24 04:18:00,Twitter for Android,1,0,4
"Anderson Cooper always looks so serious. I don’t think I’ve ever seen him smile.
#introvert #stoic #Andersoncooper… https://t.co/JTojHdrage",1253536525855440896,139,2020-04-24 04:09:32,Twitter for iPhone,0,0,4
rib cage like a conch shell #thesebluedepths #infj #introvert #selfcare #anxiety #mentalhealth #haiku #art… https://t.co/wmXkEzLlh7,1253534230438653975,131,2020-04-24 04:00:24,Buffer,5,2,4
The Top 5 Tips for Parenting An Introverted Child To Bring Out The Best In Him/Her https://t.co/4xLxBR8bmi… https://t.co/qlmOhgXHQq,1253528096269127681,131,2020-04-24 03:36:02,Buffer,1,0,4
Me? Send everyone messages of happy anything -yes including Ramadan-? My social calendar is already full... I’ve en… https://t.co/wdkk8YLq6N,1253527056480075778,140,2020-04-24 03:31:54,Twitter for iPhone,1,0,4
Is it weird that not much has changed for me since lockdown #introvert #lockdownextension #lockdown,1253523101427666949,99,2020-04-24 03:16:11,Twitter for Android,3,0,4
The #introvert in me quite likes this social isolation business. ❤️But the introvert in me is STRUGGLING with my fa… https://t.co/hzBb3YEsXM,1253521189865054209,140,2020-04-24 03:08:35,Twitter for iPhone,4,0,4
"I’d rather be alone, HAPPY and struggling then all together, UNhappy and still struggling. #introvert #mythoughts",1253519959344459783,113,2020-04-24 03:03:42,Twitter for iPhone,0,0,4
Don’t be offended if you meet someone and they don’t emote as much as you think they should.Or if someone has tears… https://t.co/T8A84cAzAI,1253512960737046528,140,2020-04-24 02:35:53,Twitter for iPhone,0,0,4
Seriously thinking of continuing social distancing after everything reopens #COVID19 #lockdownextension #introvert #overit,1253503434071867393,122,2020-04-24 01:58:02,Twitter for iPhone,1,0,4
Why do some (sometimes women) middle aged and older men get pissy and aggressive when I purposely don’t take off my… https://t.co/ZQpd0yKdp4,1253492286526193665,140,2020-04-24 01:13:44,Twitter for iPhone,0,0,4
"New Video! VLOG #1: Stay Strong #introvert #extrovert #QuarantineLife
#StayAtHome https://t.co/9g6YCCRRQv",1253488537921601538,105,2020-04-24 00:58:50,Twitter for Android,1,0,4
"I am now #telecommuting, but there is as much too do as ever.  The interruptions have shifted from a few less from… https://t.co/ssaKbsERfw",1253476399974883328,139,2020-04-24 00:10:36,Hootsuite Inc.,2,2,4
"Drinking what I'm forced to be!
#introvert https://t.co/14XbjlIDb5",1253474639864492038,66,2020-04-24 00:03:37,Instagram,0,0,4
When corrona reaches your area and you have a reason to not talk to anyone. #introvert #Social_Distancing https://t.co/qQUIT1X9gS,1253470300550967296,129,2020-04-23 23:46:22,Twitter for iPhone,0,0,4
"I just want someone to come over, eat cookies and watch a movie with me. 💯💯💯 #simple #life #introvert",1253469844634247172,101,2020-04-23 23:44:33,Twitter for iPhone,1,0,4
